,maoyanID,name,rating,box,box_day,box_week,release_date,IMAX,reg_美国,reg_中国大陆,reg_日本,reg_印度,reg_中国港澳台,week_want,online_days,weibo_topic,gen_爱情,gen_剧情,gen_奇幻,gen_传记,gen_家庭,gen_悬疑,gen_恐怖,gen_犯罪,gen_科幻,gen_灾难,gen_历史,gen_冒险,gen_动画,gen_运动,gen_动作,gen_古装,gen_战争,gen_喜剧,gen_音乐,gen_纪录片,gen_惊悚,spring,labor,summer,national
1301,569712,黑子的篮球·终极一战,9.1,6790000.0,1999000.0,4513000.0,2018-08-24 00:00:00,False,False,False,True,False,False,24750.0,21.0,280000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
1302,1203528,摩天营救,9.1,669000000.0,90672000.0,329000000.0,2018-07-20 00:00:00,True,True,False,False,False,False,60664.0,36.0,13080000.000000002,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
1303,1211482,熊出没·变形记,9.1,605000000.0,76128000.0,208000000.0,2018-02-16 00:00:00,False,False,True,False,False,False,37753.0,68.0,2250000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False
1304,1196151,李宗伟：败者为王,9.1,6622000.0,1967000.0,5095000.0,2018-09-07 00:00:00,False,False,False,False,False,False,6541.0,14.0,6509999.999999999,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1305,1196131,神探狗笨吉,9.1,3951000.0,823000.0,1902000.0,2018-12-28 00:00:00,False,True,False,False,False,False,4140.0,20.0,260000.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1306,828745,公牛历险记,9.1,172000000.0,9154000.0,59915000.0,2018-01-19 00:00:00,False,True,False,False,False,False,11902.0,30.0,2130000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1307,454617,追鹰日记,9.1,1751000.0,397000.0,1123000.0,2018-10-26 00:00:00,False,False,False,False,False,False,1274.0,14.0,160000.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1308,341323,一个人的课堂,9.1,1369000.0,48000.0,205000.0,2018-01-16 00:00:00,False,False,True,False,False,False,931.0,5.0,9376.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1309,248170,复仇者联盟3：无限战争,9.0,2390000000.0,387000000.0,1272000000.0,2018-05-11 00:00:00,True,True,False,False,False,False,241462.0,61.0,272110000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1310,344990,唐人街探案2,9.0,3397000000.0,340000000.0,990000000.0,2018-02-16 00:00:00,True,False,True,False,False,False,72782.0,61.0,158870000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1311,341737,碟中谍6：全面瓦解,9.0,1245000000.0,168000000.0,530000000.0,2018-08-31 00:00:00,True,True,False,False,False,False,63378.0,32.0,51610000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
1312,1217513,风语咒,9.0,112000000.0,19434000.0,61921000.0,2018-08-03 00:00:00,False,False,True,False,False,False,34955.0,35.0,12020000.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1313,341178,头号玩家,9.0,1396000000.0,85690000.0,390000000.0,2018-03-30 00:00:00,True,True,False,False,False,False,54238.0,62.0,7530000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1314,1217236,悲伤逆流成河,9.0,356000000.0,12774000.0,78345000.0,2018-09-21 00:00:00,False,False,True,False,False,False,23583.0,62.0,107720000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1315,1229214,爸，我一定行的,9.0,47066000.0,4314000.0,18820000.0,2018-08-24 00:00:00,False,False,True,False,False,False,23967.0,37.0,150000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1316,1200265,叶问外传：张天志,9.0,131000000.0,10002000.0,42041000.0,2018-12-21 00:00:00,True,False,True,False,False,True,15421.0,32.0,1660000.0000000002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1317,881837,起跑线,9.0,210000000.0,21273000.0,134000000.0,2018-04-04 00:00:00,False,False,False,False,True,False,18667.0,38.0,2780000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1318,1208282,无名之辈,9.0,794000000.0,9195000.0,67066000.0,2018-11-16 00:00:00,False,False,True,False,False,False,9832.0,59.0,7930000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1319,1141500,最后的棒棒,9.0,1009000.0,161000.0,461000.0,2018-08-17 00:00:00,False,False,True,False,False,False,7637.0,17.0,180000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1320,667783,爱在记忆消逝前,9.0,6557000.0,1132000.0,2974000.0,2018-02-23 00:00:00,False,False,False,False,False,False,7553.0,22.0,300000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1321,1212979,小狗奶瓶,9.0,1651000.0,298000.0,684000.0,2018-02-02 00:00:00,False,False,True,False,False,False,1631.0,14.0,1920000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1322,1216446,快把我哥带走,8.9,375000000.0,49680000.0,122000000.0,2018-08-17 00:00:00,False,False,True,False,False,False,71446.0,46.0,145610000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1323,341624,狂暴巨兽,8.9,1003000000.0,94592000.0,350000000.0,2018-04-13 00:00:00,True,True,False,False,False,False,59910.0,62.0,14890000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1324,342166,无双,8.9,1273000000.0,54819000.0,54823000.0,2018-09-30 00:00:00,True,False,True,False,False,True,18477.0,61.0,678250000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1325,343762,比得兔,8.9,168000000.0,20015000.0,80148000.0,2018-03-02 00:00:00,False,True,False,False,False,False,27332.0,61.0,1410000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1326,338385,超人总动员2,8.9,354000000.0,30401000.0,137000000.0,2018-06-22 00:00:00,True,True,False,False,False,False,33931.0,50.0,2670000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
1327,1209159,找到你,8.9,285000000.0,19190000.0,51953000.0,2018-10-05 00:00:00,False,False,True,False,False,False,19898.0,59.0,39290000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1328,338493,南极之恋,8.9,234000000.0,9254000.0,80469000.0,2018-02-01 00:00:00,False,False,True,False,False,False,11364.0,21.0,22650000.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1329,334598,玛雅蜜蜂历险记,8.9,6903000.0,495000.0,5886000.0,2018-10-12 00:00:00,False,False,False,False,False,False,1297.0,19.0,148.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1330,1219270,最后一球,8.9,6092000.0,1993000.0,3950000.0,2018-06-29 00:00:00,False,False,False,False,False,False,10001.0,14.0,819999.9999999999,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1331,246714,马戏之王,8.9,101000000.0,13601000.0,48025000.0,2018-02-01 00:00:00,True,True,False,False,False,False,10220.0,27.0,2690000.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1332,1234403,恐龙王,8.9,28605000.0,4807000.0,9856000.0,2018-11-10 00:00:00,False,False,True,False,False,False,5347.0,38.0,819999.9999999999,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1333,1235235,张艺谋和他的“影”,8.9,821000.0,166000.0,340000.0,2018-10-12 00:00:00,False,False,True,False,False,False,1322.0,15.0,670000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1334,1238696,生活万岁,8.9,4879000.0,446000.0,2892000.0,2018-11-27 00:00:00,False,False,True,False,False,False,2484.0,19.0,160000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1335,343208,蚁人2：黄蜂女现身,8.8,831000000.0,154000000.0,464000000.0,2018-08-24 00:00:00,True,True,False,False,False,False,88494.0,33.0,40720000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1336,1203575,反贪风暴3,8.8,442000000.0,73641000.0,204000000.0,2018-09-14 00:00:00,False,False,True,False,False,True,47076.0,32.0,9690000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1337,1212512,蜘蛛侠：平行宇宙,8.8,427000000.0,44026000.0,179000000.0,2018-12-21 00:00:00,True,True,False,False,False,False,45480.0,47.0,28450000.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1338,341213,无敌破坏王2：大闹互联网,8.8,271000000.0,28623000.0,135000000.0,2018-11-23 00:00:00,True,True,False,False,False,False,38578.0,30.0,10150000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1339,1204720,妈妈咪鸭,8.8,37234000.0,4079000.0,21312000.0,2018-03-09 00:00:00,False,True,True,False,False,False,9351.0,37.0,21720000.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1340,342791,巴霍巴利王2：终结,8.8,76838000.0,15606000.0,49149000.0,2018-05-04 00:00:00,True,False,False,False,True,False,26452.0,32.0,260000.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1341,11237,阿飞正传,8.8,19739000.0,3185000.0,14187000.0,2018-06-25 00:00:00,False,False,False,False,False,True,17120.0,32.0,1530000.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1342,1225340,您一定不要错过,8.8,5277000.0,596000.0,2218000.0,2018-07-06 00:00:00,False,False,True,False,False,False,14100.0,21.0,2325.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1343,1206089,妈妈咪呀2,8.8,4147000.0,624000.0,2220000.0,2018-08-03 00:00:00,True,True,False,False,False,False,4180.0,11.0,1070000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1344,343667,流浪猫鲍勃,8.8,52978000.0,4749000.0,28877000.0,2018-11-02 00:00:00,False,False,False,False,False,False,7082.0,22.0,1660000.0000000002,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1345,1218052,大三儿,8.8,1301000.0,169000.0,815000.0,2018-08-20 00:00:00,False,False,True,False,False,False,2493.0,24.0,140000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1347,1238706,你美丽了我的人生,8.8,3627000.0,1757000.0,2699000.0,2018-11-02 00:00:00,False,False,True,False,False,False,1780.0,21.0,430000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1348,346178,巨齿鲨,8.7,1051000000.0,106000000.0,347000000.0,2018-08-10 00:00:00,True,True,True,False,False,True,88639.0,60.0,23180000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1349,343070,精灵旅社3：疯狂假期,8.7,223000000.0,51526000.0,116000000.0,2018-08-17 00:00:00,False,True,False,False,False,False,61537.0,54.0,8750000.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1350,1208942,超时空同居,8.7,899000000.0,50120000.0,235000000.0,2018-05-18 00:00:00,False,False,True,False,False,False,69866.0,62.0,49460000.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1352,1220736,神秘世界历险记4,8.7,104000000.0,10664000.0,43623000.0,2018-08-03 00:00:00,False,False,True,False,False,False,16057.0,50.0,100000.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1353,1208748,小马宝莉大电影,8.7,46813000.0,5408000.0,16983000.0,2018-02-02 00:00:00,False,True,False,False,False,False,4676.0,27.0,560000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1354,1201381,恋爱回旋,8.7,18536000.0,3472000.0,11468000.0,2018-03-09 00:00:00,False,False,False,True,False,False,14514.0,24.0,1760000.0000000002,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1355,672137,嘻哈英熊,8.7,3811000.0,1345000.0,3525000.0,2018-10-04 00:00:00,False,False,True,False,False,False,3006.0,19.0,710000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1356,1221035,老爸102岁,8.7,30230000.0,7864000.0,22111000.0,2018-11-30 00:00:00,False,False,False,False,True,False,10985.0,26.0,1150000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1357,1199020,跨越8年的新娘,8.7,3117000.0,698000.0,2160000.0,2018-10-19 00:00:00,False,False,False,True,False,False,3139.0,14.0,400000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1358,1224643,阿拉姜色,8.7,2440000.0,394000.0,1201000.0,2018-10-26 00:00:00,False,False,True,False,False,False,1251.0,21.0,390000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1360,341628,侏罗纪世界2,8.6,1695000000.0,202000000.0,734000000.0,2018-06-15 00:00:00,True,True,False,False,False,False,116641.0,60.0,32100000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1362,1218190,大师兄,8.6,146000000.0,34854000.0,89594000.0,2018-08-24 00:00:00,False,False,True,False,False,True,26122.0,29.0,36310000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1363,1207271,憨豆特工3,8.6,172000000.0,21344000.0,79535000.0,2018-11-23 00:00:00,False,True,False,False,False,False,41413.0,31.0,2640000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1364,1240159,来电狂响,8.6,640000000.0,17920000.0,169000000.0,2018-12-28 00:00:00,False,False,True,False,False,False,36544.0,39.0,24200000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1365,334625,美食大冒险之英雄烩,8.6,5027000.0,1103000.0,3040000.0,2018-08-17 00:00:00,False,False,True,False,False,False,6367.0,10.0,1820000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1366,71946,无问西东,8.6,754000000.0,35526000.0,138000000.0,2018-01-12 00:00:00,False,False,True,False,False,False,35000.0,48.0,31140000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1367,1220713,新大头儿子和小头爸爸3：俄罗斯奇遇记,8.6,158000000.0,19128000.0,70423000.0,2018-07-06 00:00:00,False,False,True,False,False,False,27049.0,46.0,4510000.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1368,342754,三块广告牌,8.6,64990000.0,2960000.0,15025000.0,2018-03-02 00:00:00,False,True,False,False,False,False,14326.0,41.0,1000000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1369,1180993,花滑女王,8.6,17167000.0,5059000.0,13372000.0,2018-03-30 00:00:00,False,False,False,False,False,False,12313.0,22.0,1850000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1370,1187437,念念手纪,8.6,4471000.0,1069000.0,2814000.0,2018-09-14 00:00:00,False,False,False,True,False,False,6533.0,16.0,1580000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1371,346465,绿毛怪格林奇,8.6,26438000.0,2742000.0,19485000.0,2018-12-14 00:00:00,True,True,False,False,False,False,8031.0,31.0,3560000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1372,1213193,猫与桃花源,8.6,21805000.0,6615000.0,17092000.0,2018-04-05 00:00:00,False,False,True,False,False,False,7466.0,30.0,819999.9999999999,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1373,1229963,警车联盟,8.6,5317000.0,1170000.0,1184000.0,2018-12-30 00:00:00,False,False,True,False,False,False,1517.0,18.0,3046.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
1374,246596,昨日青空,8.5,83827000.0,12704000.0,49079000.0,2018-10-26 00:00:00,False,False,True,False,False,False,13708.0,32.0,223870000.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1376,344135,淘气大侦探,8.5,10415000.0,2703000.0,7014000.0,2018-07-20 00:00:00,False,True,False,False,False,False,5960.0,21.0,8340000.000000001,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1377,341941,冰雪女王3：火与冰,8.5,74226000.0,17258000.0,43168000.0,2018-04-05 00:00:00,False,False,False,False,False,False,17109.0,60.0,560000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1378,560411,阿凡提之奇缘历险,8.5,76948000.0,12414000.0,66213000.0,2018-10-01 00:00:00,False,False,True,False,False,False,5380.0,38.0,430000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
1379,1207707,爱猫之城,8.5,2820000.0,566000.0,1156000.0,2018-09-22 00:00:00,False,True,False,False,False,False,4562.0,19.0,590000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1380,367738,完美陌生人,8.5,53515000.0,5239000.0,18414000.0,2018-05-25 00:00:00,False,False,False,False,False,False,16589.0,32.0,1160000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1381,257454,第七个小矮人,8.5,25491000.0,5740000.0,12331000.0,2018-06-16 00:00:00,False,False,False,False,False,False,8695.0,29.0,740000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1382,368109,帝企鹅日记2：召唤,8.5,5395000.0,572000.0,3829000.0,2018-10-12 00:00:00,False,False,False,False,False,False,2916.0,23.0,7825.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1383,672382,虎胆追凶,8.5,22418000.0,4742000.0,13377000.0,2018-09-21 00:00:00,False,True,False,False,False,False,6312.0,18.0,3800000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1384,883179,汪星卧底,8.5,14991000.0,2933000.0,8211000.0,2018-07-20 00:00:00,False,True,False,False,False,False,9381.0,20.0,630000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1385,1199331,厕所英雄,8.5,94609000.0,15141000.0,58587000.0,2018-06-08 00:00:00,False,False,False,False,True,False,17158.0,29.0,17880000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1386,1132494,生存家族,8.5,11405000.0,1828000.0,6043000.0,2018-06-22 00:00:00,False,False,False,True,False,False,7990.0,21.0,380000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1388,1219776,网络谜踪,8.5,30494000.0,5146000.0,18289000.0,2018-12-14 00:00:00,False,True,False,False,False,False,6985.0,22.0,819999.9999999999,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1389,1203156,兄弟班,8.5,1905000.0,850000.0,1443000.0,2018-07-20 00:00:00,False,False,True,False,False,True,1246.0,7.0,3490000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1390,341578,那些女人,8.5,4963000.0,2092000.0,4622000.0,2018-09-03 00:00:00,False,False,True,False,False,False,1680.0,11.0,520000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1391,592271,小悟空,8.5,8812000.0,2955000.0,5810000.0,2018-07-14 00:00:00,False,False,True,False,False,True,6984.0,20.0,980000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
1392,1212533,金龟子,8.5,27798000.0,4365000.0,10893000.0,2018-02-02 00:00:00,False,False,True,False,False,False,4200.0,16.0,2110000.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1393,1207100,米花之味,8.5,2289000.0,354000.0,820000.0,2018-04-20 00:00:00,False,False,True,False,False,False,1977.0,8.0,2760000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1394,892394,奇怪的袜子精灵,8.5,1075000.0,409000.0,786000.0,2018-08-24 00:00:00,False,False,False,False,False,False,2599.0,12.0,110000.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
1395,1213191,暹罗决：九神战甲,8.5,2534000.0,588000.0,1864000.0,2018-06-29 00:00:00,False,False,False,False,False,False,2797.0,14.0,1000000.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
1396,528054,青年马克思,8.5,20784000.0,238000.0,500000.0,2018-05-05 00:00:00,False,False,False,False,False,False,3276.0,39.0,7971.0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1398,341138,黑豹,8.4,662000000.0,131000000.0,422000000.0,2018-03-09 00:00:00,True,True,False,False,False,False,74504.0,32.0,6630000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1399,1225632,名侦探柯南：零的执行人,8.4,127000000.0,25897000.0,80883000.0,2018-11-09 00:00:00,False,False,False,True,False,False,44185.0,31.0,1070000.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1400,1204774,黄金兄弟,8.4,317000000.0,47478000.0,157000000.0,2018-09-21 00:00:00,True,False,True,False,False,False,41742.0,32.0,26740000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1401,1197626,镰仓物语,8.4,48511000.0,6952000.0,25240000.0,2018-09-14 00:00:00,False,False,False,True,False,False,18391.0,26.0,4800000.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402,1203768,浪矢解忧杂货店,8.4,28763000.0,6268000.0,16802000.0,2018-02-02 00:00:00,False,False,False,True,False,False,14296.0,15.0,1890000.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1403,346637,幕后玩家,8.4,358000000.0,43669000.0,95147000.0,2018-04-28 00:00:00,False,False,True,False,False,False,27065.0,32.0,19600000.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1404,338400,神奇马戏团之动物饼干,8.4,64882000.0,14614000.0,25218000.0,2018-07-21 00:00:00,False,True,True,False,False,False,12748.0,32.0,23640000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
1405,344162,脱单告急,8.4,35020000.0,9139000.0,23015000.0,2018-04-20 00:00:00,False,False,True,False,False,False,9583.0,22.0,3200000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1406,1216914,潜艇总动员：海底两万里,8.4,72693000.0,32450000.0,59276000.0,2018-06-01 00:00:00,False,False,True,False,False,False,17534.0,35.0,2200000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1407,342900,通勤营救,8.4,45405000.0,8120000.0,26088000.0,2018-03-30 00:00:00,False,True,False,False,False,False,11764.0,30.0,1240000.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1408,1177952,狗狗的疯狂假期,8.4,10599000.0,1613000.0,3682000.0,2018-02-02 00:00:00,False,False,False,False,False,False,4618.0,14.0,400000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1409,1208645,足球王者,8.4,1854000.0,787000.0,1561000.0,2018-08-31 00:00:00,False,False,True,False,False,False,1702.0,13.0,160000.0,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
1410,328844,虎皮萌企鹅,8.4,8680000.0,683000.0,6297000.0,2018-03-16 00:00:00,False,False,False,False,False,False,2522.0,23.0,930000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1411,1212787,坏爸爸,8.4,24476000.0,8418000.0,14529000.0,2018-02-02 00:00:00,False,False,True,False,False,False,1177.0,14.0,450000.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1412,1238758,我的冤家是条狗,8.4,2320000.0,476000.0,1297000.0,2018-11-09 00:00:00,False,False,False,False,False,False,2583.0,14.0,9914.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1414,343720,后来的我们,8.3,1361000000.0,285000000.0,562000000.0,2018-04-28 00:00:00,False,False,True,False,False,True,305237.0,63.0,207870000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1415,257739,古墓丽影：源起之战,8.3,497000000.0,76777000.0,262000000.0,2018-03-16 00:00:00,True,True,False,False,False,False,54535.0,44.0,2790000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1416,344950,21克拉,8.3,110000000.0,18170000.0,63314000.0,2018-04-20 00:00:00,False,False,True,False,False,False,31863.0,32.0,280100000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
