,maoyanID,name,rating,box,box_day,box_week,release_date,IMAX,reg_美国,reg_中国大陆,reg_日本,reg_印度,reg_中国港澳台,week_want,online_days,weibo_topic,gen_爱情,gen_剧情,gen_奇幻,gen_传记,gen_家庭,gen_悬疑,gen_恐怖,gen_犯罪,gen_科幻,gen_灾难,gen_历史,gen_冒险,gen_动画,gen_运动,gen_动作,gen_古装,gen_战争,gen_喜剧,gen_音乐,gen_纪录片,gen_惊悚,spring,labor,summer,national
1520,248566,邪不压正,7.4,583000000.0,122000000.0,315000000.0,2018-07-13 00:00:00,True,False,True,False,False,False,82290.0,32.0,70730000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1521,338426,湮灭,7.4,66080000.0,13752000.0,38377000.0,2018-04-13 00:00:00,False,True,False,False,False,False,22222.0,29.0,1600000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1522,345058,解码游戏,7.4,9689000.0,4209000.0,7733000.0,2018-08-03 00:00:00,False,False,True,False,False,False,8758.0,20.0,707570000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1523,1199446,泡芙小姐,7.4,19340000.0,6271000.0,13197000.0,2018-02-09 00:00:00,False,False,True,False,False,False,7242.0,8.0,14710000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1527,248162,欧洲攻略,7.3,153000000.0,97216000.0,135000000.0,2018-08-17 00:00:00,True,False,True,False,False,False,66500.0,25.0,560150000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1528,1213098,的士速递5,7.3,31210000.0,10540000.0,23109000.0,2018-08-03 00:00:00,False,False,False,False,False,False,28293.0,32.0,1639999.9999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1529,1215629,监狱犬计划,7.3,1248000.0,663000.0,953000.0,2018-06-21 00:00:00,False,False,True,False,False,False,9714.0,9.0,2840000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1530,1132373,宇宙有爱浪漫同游,7.3,1548000.0,920000.0,1332000.0,2018-03-02 00:00:00,False,False,False,False,False,True,3583.0,7.0,630000.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1531,479074,冷恋时代,7.3,3350000.0,606000.0,2131000.0,2018-09-21 00:00:00,False,False,True,False,False,False,1136.0,9.0,1410000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1536,1198439,低压槽：欲望之城,7.2,34909000.0,9774000.0,17968000.0,2018-04-28 00:00:00,False,False,True,False,False,True,13820.0,23.0,1940000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1537,672164,幸福马上来,7.2,101000000.0,14608000.0,45734000.0,2018-06-08 00:00:00,False,False,True,False,False,False,17723.0,49.0,153110000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1538,1198455,二十岁,7.2,3203000.0,1256000.0,2624000.0,2018-11-30 00:00:00,False,False,True,False,False,False,10437.0,14.0,33700000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1539,341674,命运速递,7.2,1406000.0,467000.0,923000.0,2018-05-25 00:00:00,False,False,True,False,False,False,4982.0,14.0,980000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1544,246835,寻找罗麦,7.1,4015000.0,1435000.0,2998000.0,2018-04-13 00:00:00,False,False,True,False,False,False,5783.0,15.0,29890000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1545,1194411,三国杀·幻,7.1,1049000.0,368000.0,734000.0,2018-11-09 00:00:00,False,False,True,False,False,False,2606.0,14.0,510000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1547,1220172,有五个姐姐的我就注定要单身了啊,7.1,853000.0,114000.0,301000.0,2018-11-16 00:00:00,False,False,False,False,False,True,3092.0,7.0,330000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1548,1200609,大世界,7.1,2625000.0,643000.0,1692000.0,2018-01-12 00:00:00,False,False,True,False,False,False,3613.0,14.0,387530000.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1554,1200045,深海越狱,7.0,51375000.0,17660000.0,40755000.0,2018-06-08 00:00:00,False,True,False,False,False,False,21307.0,22.0,1210000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1556,1204093,功夫联盟,7.0,17978000.0,5155000.0,12618000.0,2018-10-26 00:00:00,False,False,True,False,False,False,7263.0,23.0,2520000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1557,344164,脱皮爸爸,7.0,8025000.0,2860000.0,6428000.0,2018-03-23 00:00:00,False,False,True,False,False,True,11091.0,14.0,1620000.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1558,79115,守望一生,7.0,148000.0,53000.0,102000.0,2018-09-10 00:00:00,False,False,True,False,False,False,425.0,1.0,340000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1563,1233373,超时空大冒险,6.9,2855000.0,397000.0,674000.0,2018-12-01 00:00:00,False,False,True,False,False,False,1276.0,20.0,33.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1564,1175253,爱情公寓,6.8,555000000.0,303000000.0,491000000.0,2018-08-10 00:00:00,False,False,True,False,False,False,354632.0,31.0,265810000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1565,1048266,暮光巴黎,6.8,2086000.0,880000.0,1765000.0,2018-10-26 00:00:00,False,False,True,False,False,False,5239.0,14.0,290000.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1566,345013,战神纪,6.8,38076000.0,11359000.0,19807000.0,2018-04-28 00:00:00,False,False,True,False,False,False,14567.0,26.0,17350000.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1567,344649,天气预爆,6.8,123000000.0,38377000.0,85448000.0,2018-12-21 00:00:00,True,False,True,False,False,False,32673.0,28.0,7830000.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1568,1217651,小公主艾薇拉与神秘王国,6.8,6616000.0,764000.0,1479000.0,2018-05-12 00:00:00,False,False,True,False,False,False,9609.0,29.0,458.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1569,1220835,伊阿索密码,6.8,1305000.0,636000.0,1001000.0,2018-06-22 00:00:00,False,False,True,False,False,False,4950.0,13.0,780000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1570,340946,纯洁心灵·逐梦演艺圈,6.8,2338000.0,25000.0,54000.0,2018-02-09 00:00:00,False,False,True,False,False,False,420.0,5.0,4407.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1575,1229768,两只小猪之勇闯神秘岛,6.7,5097000.0,1647000.0,1718000.0,2018-12-30 00:00:00,False,False,True,False,False,False,1802.0,19.0,2177.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1576,1242941,夜魔奇案,6.7,230000.0,83000.0,149000.0,2018-12-21 00:00:00,False,False,True,False,False,False,647.0,7.0,2862.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1578,247083,闺蜜2,6.6,64345000.0,27073000.0,49620000.0,2018-03-02 00:00:00,False,False,True,False,False,True,26018.0,33.0,5490000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1579,1212518,西北风云,6.6,4029000.0,1594000.0,2889000.0,2018-04-13 00:00:00,False,False,True,False,False,False,3876.0,15.0,500000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1580,337105,夺命来电,6.6,1236000.0,305000.0,761000.0,2018-04-13 00:00:00,False,True,False,False,False,False,2700.0,15.0,300000.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1584,1197181,金蝉脱壳2：冥府,6.5,91323000.0,35354000.0,70930000.0,2018-06-29 00:00:00,False,True,False,False,False,False,45572.0,29.0,9300000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1586,346096,阿修罗,6.4,49840000.0,25529000.0,48614000.0,2018-07-13 00:00:00,False,False,True,False,False,False,42182.0,8.0,138850000.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1587,1182289,一纸婚约,6.4,751000.0,261000.0,596000.0,2018-06-08 00:00:00,False,False,True,False,False,False,6439.0,7.0,2550000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1588,1203210,凤凰城遗忘录,6.4,749000.0,420000.0,626000.0,2018-06-22 00:00:00,False,True,False,False,False,False,6719.0,7.0,3447.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1592,1235456,冒牌搭档,6.3,1467000.0,665000.0,1156000.0,2018-11-30 00:00:00,False,False,True,False,False,False,2049.0,14.0,410000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1593,1220437,梦境之源,6.3,288000.0,120000.0,199000.0,2018-11-16 00:00:00,False,False,True,False,False,False,1381.0,7.0,260000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1606,342412,超能泰坦,5.9,14276000.0,6227000.0,12072000.0,2018-10-12 00:00:00,False,True,False,False,False,False,12739.0,21.0,1080000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1608,1229915,中国合伙人2,5.8,20290000.0,4051000.0,8609000.0,2018-12-18 00:00:00,False,False,True,False,False,False,6382.0,31.0,2700000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1609,346336,冰封迷案,5.8,519000.0,91000.0,255000.0,2018-04-20 00:00:00,False,False,True,False,False,False,1014.0,8.0,860.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1613,1229749,宝贝儿,5.7,24724000.0,10872000.0,21550000.0,2018-10-19 00:00:00,False,False,True,False,False,False,12699.0,21.0,513250000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1614,568602,无眸之杀,5.7,982000.0,218000.0,525000.0,2018-03-23 00:00:00,False,False,True,False,False,False,2942.0,21.0,3249.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1616,1234049,灵魂契约,5.6,2737000.0,500000.0,1445000.0,2018-10-26 00:00:00,False,False,True,False,False,False,1883.0,19.0,2101.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1617,345655,云南虫谷,5.5,150000000.0,64725000.0,98996000.0,2018-12-29 00:00:00,True,False,True,False,False,False,49344.0,32.0,3240000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1618,344540,灵魂当铺之时间典当,5.5,1284000.0,353000.0,740000.0,2018-03-09 00:00:00,False,False,True,False,False,False,2572.0,31.0,37.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1622,1227002,黑暗深处之惊魂夜,5.4,2278000.0,445000.0,1264000.0,2018-10-19 00:00:00,False,False,True,False,False,False,1515.0,15.0,73.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1627,1222188,惊慌失色之诡寓,5.1,2072000.0,398000.0,910000.0,2018-08-24 00:00:00,False,False,True,False,False,False,7188.0,31.0,19.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1628,1220905,毛骨悚然之红衣男孩,5.1,1480000.0,372000.0,844000.0,2018-06-01 00:00:00,False,False,True,False,False,False,4971.0,14.0,446.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1629,344419,七号公馆,5.1,616000.0,117000.0,291000.0,2018-05-11 00:00:00,False,False,True,False,False,False,3028.0,28.0,1755.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
1630,1238695,瞳灵公馆,5.1,2313000.0,437000.0,1337000.0,2018-11-02 00:00:00,False,False,True,False,False,False,1752.0,22.0,28.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1634,1220908,恐怖浴室,4.9,2537000.0,473000.0,1228000.0,2018-06-08 00:00:00,False,False,True,False,False,False,3596.0,28.0,2992.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1637,1189514,断片之险途夺宝,4.8,50387000.0,23928000.0,36643000.0,2018-12-29 00:00:00,False,False,True,False,False,False,17713.0,22.0,920000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1638,1213057,无迹可寻,4.5,362000.0,88000.0,156000.0,2018-02-09 00:00:00,False,False,True,False,False,False,359.0,28.0,757.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1639,1210869,午夜十二点,4.4,2356000.0,261000.0,568000.0,2018-04-28 00:00:00,False,False,True,False,False,False,3363.0,32.0,6241.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1640,1221388,姽婳,4.4,758000.0,111000.0,328000.0,2018-06-29 00:00:00,False,False,True,False,False,False,2023.0,18.0,2376.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1641,1217141,午夜幽灵,4.2,3374000.0,793000.0,1962000.0,2018-10-12 00:00:00,False,False,True,False,False,False,3276.0,22.0,2150.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1643,78490,冰封侠:时空行者,4.1,34493000.0,12669000.0,27185000.0,2018-11-02 00:00:00,False,False,True,False,False,True,14406.0,23.0,2710000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1644,1227737,男生宿舍,4.0,2387000.0,388000.0,1013000.0,2018-08-31 00:00:00,False,False,True,False,False,False,6151.0,29.0,1070000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1645,1221379,细思极恐,4.0,1502000.0,226000.0,555000.0,2018-07-06 00:00:00,False,False,True,False,False,False,3539.0,35.0,1820000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1646,1205320,玲珑井,3.5,1984000.0,442000.0,1069000.0,2018-03-16 00:00:00,False,False,True,False,False,False,2706.0,29.0,495.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1647,1206209,开学悸,3.5,1370000.0,328000.0,667000.0,2018-11-09 00:00:00,False,False,True,False,False,False,1282.0,28.0,35.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1648,666793,恐怖快递,3.2,2265000.0,424000.0,1140000.0,2018-11-23 00:00:00,False,False,True,False,False,False,5161.0,22.0,508.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1650,1212344,凌晨两点半,2.7,1868000.0,268000.0,652000.0,2018-04-13 00:00:00,False,False,True,False,False,False,3708.0,30.0,340000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1651,345036,地球最后的夜晚,2.6,282000000.0,262000000.0,280000000.0,2018-12-31 00:00:00,False,False,True,False,False,False,53786.0,19.0,4790000.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1653,1206605,绿皮书,9.5,477000000.0,25144000.0,114000000.0,2019-03-01 00:00:00,False,True,False,False,False,False,34521.0,56.0,3960000.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1654,1167831,波西米亚狂想曲,9.5,98722000.0,10289000.0,41776000.0,2019-03-22 00:00:00,True,True,False,False,False,False,17316.0,48.0,4690000.0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1655,1218727,何以为家,9.3,320000000.0,12253000.0,167000000.0,2019-04-29 00:00:00,False,True,False,False,False,False,98145.0,34.0,2220000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1656,1235560,白蛇：缘起,9.3,448000000.00000006,9755000.0,41233000.0,2019-01-11 00:00:00,False,False,True,False,False,False,21172.0,53.0,7700000.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1657,883196,一个母亲的复仇,9.3,74260000.0,9673000.0,38832000.0,2019-05-10 00:00:00,False,False,False,False,True,False,26497.0,22.0,1310000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1659,1212492,老师·好,9.3,353000000.0,16586000.0,80087000.0,2019-03-22 00:00:00,False,False,True,False,False,False,21852.0,65.0,34490000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1660,248906,流浪地球,9.2,4654000000.0,188000000.0,2020000000.0,2019-02-05 00:00:00,True,False,True,False,False,False,69354.0,91.0,104830000.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1661,1220571,我的英雄学院：两位英雄,9.2,38743000.0,10512000.0,31723000.0,2019-03-15 00:00:00,False,False,False,True,False,False,39367.0,27.0,1280000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1662,1239281,港珠澳大桥,9.2,3849000.0,394000.0,1038000.0,2019-05-01 00:00:00,False,False,True,False,False,False,7273.0,25.0,4030000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1663,248172,复仇者联盟4：终局之战,9.1,4178000000.0,534000000.0,2224000000.0,2019-04-24 00:00:00,True,True,False,False,False,False,242258.0,32.0,73850000.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
1664,1206875,大黄蜂,9.1,1147000000.0,110000000.0,404000000.0,2019-01-04 00:00:00,True,True,False,False,False,False,57988.0,52.0,37860000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1665,1211727,反贪风暴4,9.1,792000000.0,78543000.0,352000000.0,2019-04-04 00:00:00,False,False,True,False,False,True,56419.0,54.0,2530000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1666,1243239,熊出没·原始时代,9.1,714000000.0,73660000.0,423000000.00000006,2019-02-05 00:00:00,False,False,True,False,False,False,38136.0,68.0,4930000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False
1667,1214652,朝花夕誓-于离别之朝束起约定之花,9.1,17222000.0,3569000.0,10720000.0,2019-02-22 00:00:00,False,False,False,True,False,False,20781.0,21.0,7409.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1668,1217351,德鲁大叔,9.1,12077000.0,2452000.0,7027000.0,2019-01-11 00:00:00,False,True,False,False,False,False,19705.0,25.0,720000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1669,1174518,“大”人物,9.1,379000000.0,14560000.0,124000000.0,2019-01-10 00:00:00,False,False,True,False,False,False,12476.0,32.0,11750000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1670,1239544,调音师,9.1,324000000.0,7112000.0,91044000.0,2019-04-03 18:00:00,False,False,False,False,True,False,11639.0,52.0,2490000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1671,476263,天上再见,9.1,2435000.0,240000.0,1244000.0,2019-04-30 00:00:00,False,False,False,False,False,False,5895.0,17.0,140000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
1672,1250341,夏目友人帐,9.0,115000000.0,19389000.0,84040000.0,2019-03-07 00:00:00,False,False,False,True,False,False,83298.0,31.0,67390000.0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1673,247295,驯龙高手3,9.0,366000000.0,54951000.0,218000000.00000003,2019-03-01 00:00:00,True,True,False,False,False,False,60089.0,57.0,60360000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False
1674,410629,阿丽塔：战斗天使,9.0,894999999.9999998,125000000.0,435000000.0,2019-02-22 00:00:00,True,True,False,False,False,False,72397.0,60.0,10770000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1675,346765,小飞象,9.0,147000000.0,12801000.0,72258000.0,2019-03-29 00:00:00,True,True,False,False,False,False,18656.0,32.0,4760000.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1676,1205582,今夜在浪漫剧场,9.0,12313000.0,6558000.0,10004000.0,2019-02-14 00:00:00,False,False,False,True,False,False,12534.0,19.0,1060000.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1677,1215867,一条狗的回家路,9.0,36436000.0,7152000.0,19913000.0,2019-01-18 00:00:00,False,True,False,False,False,False,14858.0,18.0,2550000.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1678,342893,进京城,9.0,5570000.0,1826000.0,3423000.0,2019-05-10 00:00:00,False,False,True,False,False,False,4585.0,17.0,2480000.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1679,1205909,祈祷落幕时,9.0,67485000.0,8064000.0,29408000.0,2019-04-12 00:00:00,False,False,False,True,False,False,11579.0,31.0,960000.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1680,1229697,四个春天,9.0,10583000.0,708000.0,3132000.0,2019-01-04 00:00:00,False,False,True,False,False,False,4054.0,32.0,3290000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1681,1239844,钢铁飞龙之奥特曼崛起,8.9,42592000.0,3241000.0,11533000.0,2019-01-18 00:00:00,False,False,True,False,False,False,8169.0,40.0,580000.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1683,1216025,欢迎来北方II,8.9,1170000.0,551000.0,889000.0,2019-05-10 00:00:00,False,False,False,False,False,False,1550.0,7.0,380000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1684,1218091,飞驰人生,8.8,1716000000.0,319000000.0,1048000000.0,2019-02-05 00:00:00,True,False,True,False,False,False,73719.0,58.0,94110000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
1685,507792,地久天长,8.8,45065000.0,6619000.0,24539000.0,2019-03-22 00:00:00,False,False,True,False,False,False,22486.0,45.0,229740000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1686,341989,养家之人,8.8,6307000.0,1380000.0,3920000.0,2019-01-11 00:00:00,False,False,False,False,False,False,5690.0,25.0,869999.9999999999,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1687,341139,惊奇队长,8.7,1033000000.0,214000000.0,597000000.0,2019-03-08 00:00:00,True,True,False,False,False,False,94727.0,33.0,9770000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
1688,1238862,我想吃掉你的胰脏,8.7,23887000.0,5731000.0,13605000.0,2019-01-18 00:00:00,False,False,False,True,False,False,25418.0,18.0,1460000.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1689,1219670,海市蜃楼,8.7,110000000.0,5277000.0,65416000.0,2019-03-28 00:00:00,False,False,False,False,False,False,11856.0,29.0,11810000.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1690,1132519,22年后的自白,8.7,5342000.0,1207000.0,3349000.0,2019-01-11 00:00:00,False,False,False,True,False,False,6635.0,22.0,880000.0000000001,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1691,1211412,神奇乐园历险记,8.7,46619000.0,2448000.0,21974000.0,2019-04-19 00:00:00,False,True,False,False,False,False,3575.0,32.0,1660000.0000000002,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
1692,1220833,燃点,8.7,8195000.0,530000.0,1917000.0,2019-01-11 08:00:00,False,False,True,False,False,False,2210.0,25.0,2840000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1693,344262,一吻定情,8.6,173000000.0,91298000.0,130000000.0,2019-02-14 00:00:00,False,False,True,False,False,True,47850.0,29.0,49480000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1694,1238846,密室逃生,8.6,232000000.0,12659000.0,56913000.0,2019-01-18 00:00:00,False,True,False,False,False,False,15771.0,33.0,2740000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1695,345172,奎迪：英雄再起,8.6,17130000.0,3947000.0,11573000.0,2019-01-04 00:00:00,False,True,False,False,False,False,10758.0,21.0,1180000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1696,344869,疯狂的外星人,8.5,2201000000.0,408000000.0,1455000000.0,2019-02-05 00:00:00,True,True,True,False,False,False,83191.0,31.0,16400000.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
