,maoyanID,name,release_date,online_days,rating,box_week_million,box_million,box_day_million,week_want_thousand,IMAX,gen_科幻,gen_纪录片,gen_爱情,gen_悬疑,gen_冒险,gen_喜剧,gen_恐怖,gen_动作,gen_惊悚,gen_动画,gen_家庭,gen_剧情,gen_奇幻,gen_犯罪,spring,labor,summer,national,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite,box_week,box,box_day,week_want
292,1174518,“大”人物,2019/1/10,32,9.1,124,379,14.56,12.476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,124000000,379000000,14560000,12476
177,577564,神奇动物：格林德沃之罪,2018/11/16,31,7.8,260,398,80.405,69.892,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,1,260000000,398000000,80405000,69892
319,346629,大侦探皮卡丘,2019/5/10,22,8.5,275,420,74.973,68.45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,0,0,0,0,1,275000000,420000000,74973000,68450
48,1212512,蜘蛛侠：平行宇宙,2018/12/21,47,8.8,179,427,44.026,45.48,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,179000000,427000000,44026000,45480
47,1203575,反贪风暴3,2018/9/14,32,8.8,204,442,73.641,47.076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,1,204000000,442000000,73641000,47076
280,1235560,白蛇：缘起,2019/1/11,53,9.3,41.233,448,9.755,21.172,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,41233000,448000000,9755000,21172
277,1206605,绿皮书,2019/3/1,56,9.5,114,477,25.144,34.521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,114000000,477000000,25144000,34521
1,1217637,厉害了，我的国,2018/3/2,76,9.6,92.989,480,38.271,17.716,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,92989000,480000000,38271000,17716
119,257739,古墓丽影：源起之战,2018/3/16,44,8.3,262,497,76.777,54.535,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,262000000,497000000,76777000,54535
81,1198178,动物世界,2018/6/29,42,8.5,233,509,76.318,63.399,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,1,0,0,0,0,1,1,233000000,509000000,76318000,63399
231,1175253,爱情公寓,2018/8/10,31,6.8,491,555,303,354.632,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1,491000000,555000000,303000000,354632
209,248566,邪不压正,2018/7/13,32,7.4,315,583,122,82.29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,1,1,1,315000000,583000000,122000000,82290
172,1217402,李茶的姑妈,2018/9/30,47,7.9,106,604,106,36.242,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,1,1,106000000,604000000,106000000,36242
16,1211482,熊出没·变形记,2018/2/16,68,9.1,208,605,76.128,37.753,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,208000000,605000000,76128000,37753
143,341516,狄仁杰之四大天王,2018/7/27,32,8.1,296,606,110,57.719,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,1,1,0,296000000,606000000,110000000,57719
335,580298,新喜剧之王,2019/2/5,45,8,534,624,272,86.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,1,1,0,534000000,624000000,272000000,86350
145,1203437,影,2018/9/30,47,8.1,66.231,628,66.156,33.209,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,1,1,0,66231000,628000000,66156000,33209
144,78460,环太平洋：雷霆再起,2018/3/23,33,8.1,411,633,136,79.094,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,411000000,633000000,136000000,79094
71,1240159,来电狂响,2018/12/28,39,8.6,169,640,17.92,36.544,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,169000000,640000000,17920000,36544
103,341138,黑豹,2018/3/9,32,8.4,422,662,131,74.504,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,1,422000000,662000000,131000000,74504
15,1203528,摩天营救,2018/7/20,36,9.1,329,669,90.672,60.664,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,1,0,329000000,669000000,90672000,60664
289,1243239,熊出没·原始时代,2019/2/5,68,9.1,423,714,73.66,38.136,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1,423000000,714000000,73660000,38136
171,338463,西游记女儿国,2018/2/16,33,7.9,331,727,164,53.26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,1,331000000,727000000,164000000,53260
288,1211727,反贪风暴4,2019/4/4,54,9.1,352,792,78.543,56.419,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,1,352000000,792000000,78543000,56419
29,1208282,无名之辈,2018/11/16,59,9,67.066,794,9.195,9.832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0,67066000,794000000,9195000,9832
46,343208,蚁人2：黄蜂女现身,2018/8/24,33,8.8,464,831,154,88.494,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1,464000000,831000000,154000000,88494
297,410629,阿丽塔：战斗天使,2019/2/22,60,9,435,895,125,72.397,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,435000000,895000000,125000000,72397
60,1208942,超时空同居,2018/5/18,62,8.7,235,899,50.12,69.866,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0,235000000,899000000,50120000,69866
336,1216383,比悲伤更悲伤的故事,2019/3/14,60,8,331,953,19.131,60.839,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,0,331000000,953000000,19131000,60839
337,1197466,三重威胁之跨国大营救,2019/3/14,14,8,331,953,19.131,1.527,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0,331000000,953000000,19131000,1527
34,341624,狂暴巨兽,2018/4/13,62,8.9,350,1003,94.592,59.91,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,350000000,1003000000,94592000,59910
309,341139,惊奇队长,2019/3/8,33,8.7,597,1033,214,94.727,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,597000000,1033000000,214000000,94727
58,346178,巨齿鲨,2018/8/10,60,8.7,347,1051,106,88.639,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,0,0,0,0,1,1,347000000,1051000000,106000000,88639
287,1206875,大黄蜂,2019/1/4,52,9.1,404,1147,110,57.988,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,404000000,1147000000,110000000,57988
22,341737,碟中谍6：全面瓦解,2018/8/31,32,9,530,1245,168,63.378,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,1,1,530000000,1245000000,168000000,63378
35,342166,无双,2018/9/30,61,8.9,54.823,1273,54.819,18.477,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,1,0,54823000,1273000000,54819000,18477
131,1203084,一出好戏,2018/8/10,51,8.2,534,1355,151,140.598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,1,1,0,534000000,1355000000,151000000,140598
118,343720,后来的我们,2018/4/28,63,8.3,562,1361,285,305.237,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,1,0,562000000,1361000000,285000000,305237
24,341178,头号玩家,2018/3/30,62,9,390,1396,85.69,54.238,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1,0,1,390000000,1396000000,85690000,54238
68,341628,侏罗纪世界2,2018/6/15,60,8.6,734,1695,202,116.641,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,734000000,1695000000,202000000,116641
306,1218091,飞驰人生,2019/2/5,58,8.8,1048,1716,319,73.719,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,1,0,1048000000,1716000000,319000000,73719
7,42964,毒液：致命守护者,2018/11/9,64,9.2,766,1870,223,104.28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1,766000000,1870000000,223000000,104280
3,249342,海王,2018/12/7,61,9.4,652,2012,156,69.232,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,652000000,2012000000,156000000,69232
318,344869,疯狂的外星人,2019/2/5,31,8.5,1455,2201,408,83.191,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,1,0,0,0,1,1,1,1455000000,2201000000,408000000,83191
142,346272,捉妖记2,2018/2/16,56,8.1,1204,2237,546,126.088,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,1,1204000000,2237000000,546000000,126088
20,248170,复仇者联盟3：无限战争,2018/5/11,61,9,1272,2390,387,241.462,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,1272000000,2390000000,387000000,241462
8,1212592,西虹市首富,2018/7/27,88,9.2,903,2547,227,146.086,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0,903000000,2547000000,227000000,146086
0,1200486,我不是药神,2018/7/5,86,9.6,1238,3100,159,131.164,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0,1238000000,3100000000,159000000,131164
21,344990,唐人街探案2,2018/2/16,61,9,990,3397,340,72.782,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,1,990000000,3397000000,340000000,72782
4,1182552,红海行动,2018/2/16,77,9.4,465,3650,129,40.627,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,0,0,0,0,1,1,0,465000000,3650000000,129000000,40627
286,248172,复仇者联盟4：终局之战,2019/4/24,32,9.1,2224,4178,534,242.258,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,2224000000,4178000000,534000000,242258
283,248906,流浪地球,2019/2/5,91,9.2,2020,4654,188,69.354,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,1,1,2020000000,4654000000,188000000,69354
