,maoyanID,name,release_date,region,rating,box,box_day,box_week,week_want,special_date,IMAX,gen_爱情,gen_动画,gen_科幻,gen_惊悚,gen_犯罪,gen_悬疑,gen_家庭,gen_纪录片,gen_喜剧,gen_动作,gen_奇幻,gen_冒险,gen_剧情,gen_恐怖,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite
41,343762,比得兔,2018/3/2,"美国
",8.9,168000000,20015000,80148000,27332,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
42,338385,超人总动员2,2018/6/22,"美国
",8.9,354000000,30401000,137000000,33931,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
43,1209159,找到你,2018/10/5,"中国大陆
",8.9,285000000,19190000,51953000,19898,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
44,338493,南极之恋,2018/2/1,"中国大陆
",8.9,234000000,9254000,80469000,11364,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
45,334598,玛雅蜜蜂历险记,2018/10/12,"德国
",8.9,6903000,495000,5886000,1297,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
46,1219270,最后一球,2018/6/29,"俄罗斯
",8.9,6092000,1993000,3950000,10001,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
47,246714,马戏之王,2018/2/1,"美国
",8.9,101000000,13601000,48025000,10220,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,1,0
48,1234403,恐龙王,2018/11/10,"中国大陆
",8.9,28605000,4807000,9856000,5347,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
49,1235235,张艺谋和他的“影”,2018/10/12,"中国大陆
",8.9,821000,166000,340000,1322,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
50,1238696,生活万岁,2018/11/27,"中国大陆
",8.9,4879000,446000,2892000,2484,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
51,343208,蚁人2：黄蜂女现身,2018/8/24,"美国
",8.8,831000000,154000000,464000000,88494,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
52,1203575,反贪风暴3,2018/9/14,"中国大陆,中国香港
",8.8,442000000,73641000,204000000,47076,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,1
53,1212512,蜘蛛侠：平行宇宙,2018/12/21,"美国
",8.8,427000000,44026000,179000000,45480,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1
54,341213,无敌破坏王2：大闹互联网,2018/11/23,"美国
",8.8,271000000,28623000,135000000,38578,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
55,1204720,妈妈咪鸭,2018/3/9,"中国大陆,美国
",8.8,37234000,4079000,21312000,9351,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,1,0,0,0,0,0,0
56,342791,巴霍巴利王2：终结,2018/5/4,"印度
",8.8,76838000,15606000,49149000,26452,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,1,0,0,0,0
57,11237,阿飞正传,2018/6/25,"中国香港
",8.8,19739000,3185000,14187000,17120,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,1,1,0
58,1225340,您一定不要错过,2018/7/6,"中国大陆
",8.8,5277000,596000,2218000,14100,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
59,1206089,妈妈咪呀2,2018/8/3,"美国
",8.8,4147000,624000,2220000,4180,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1
60,343667,流浪猫鲍勃,2018/11/2,"英国
",8.8,52978000,4749000,28877000,7082,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
61,1218052,大三儿,2018/8/20,"中国大陆
",8.8,1301000,169000,815000,2493,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
63,1238706,你美丽了我的人生,2018/11/2,"中国大陆
",8.8,3627000,1757000,2699000,1780,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
64,346178,巨齿鲨,2018/8/10,"美国,中国香港,中国大陆
",8.7,1051000000,106000000,347000000,88639,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,1,0,0,0,0,1,1
65,343070,精灵旅社3：疯狂假期,2018/8/17,"美国
",8.7,223000000,51526000,116000000,61537,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
66,1208942,超时空同居,2018/5/18,"中国大陆
",8.7,899000000,50120000,235000000,69866,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
67,246127,死侍,2018/4/15,"美国
",8.7,899000000,50120000,235000000,26,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
68,1220736,神秘世界历险记4,2018/8/3,"中国大陆
",8.7,104000000,10664000,43623000,16057,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
69,1208748,小马宝莉大电影,2018/2/2,"美国,加拿大
",8.7,46813000,5408000,16983000,4676,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,1,0,0,1
70,1201381,恋爱回旋,2018/3/9,"日本
",8.7,18536000,3472000,11468000,14514,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,1,0,0,0,1,0
71,672137,嘻哈英熊,2018/10/4,"中国大陆
",8.7,3811000,1345000,3525000,3006,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
72,1221035,老爸102岁,2018/11/30,"印度
",8.7,30230000,7864000,22111000,10985,0,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0
73,1199020,跨越8年的新娘,2018/10/19,"日本
",8.7,3117000,698000,2160000,3139,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,0,1
74,1224643,阿拉姜色,2018/10/26,"中国大陆
",8.7,2440000,394000,1201000,1251,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
75,341628,侏罗纪世界2,2018/6/15,"美国
",8.6,1695000000,202000000,734000000,116641,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,0,1
77,1218190,大师兄,2018/8/24,"中国大陆,中国香港
",8.6,146000000,34854000,89594000,26122,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,1,0
78,1207271,憨豆特工3,2018/11/23,"法国,美国,英国
",8.6,172000000,21344000,79535000,41413,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,1,1,1
79,1240159,来电狂响,2018/12/28,"中国大陆
",8.6,640000000,17920000,169000000,36544,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
80,334625,美食大冒险之英雄烩,2018/8/17,"中国大陆
",8.6,5027000,1103000,3040000,6367,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
82,1220713,新大头儿子和小头爸爸3：俄罗斯奇遇记,2018/7/6,"中国大陆
",8.6,158000000,19128000,70423000,27049,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
83,342754,三块广告牌,2018/3/2,"美国,英国
",8.6,64990000,2960000,15025000,14326,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,1,0,0,1,0,0,0
84,1180993,花滑女王,2018/3/30,"俄罗斯
",8.6,17167000,5059000,13372000,12313,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,1
85,1187437,念念手纪,2018/9/14,"日本
",8.6,4471000,1069000,2814000,6533,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,1,0
86,346465,绿毛怪格林奇,2018/12/14,"美国
",8.6,26438000,2742000,19485000,8031,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1,1,1
87,1213193,猫与桃花源,2018/4/5,"中国大陆
",8.6,21805000,6615000,17092000,7466,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
88,1229963,警车联盟,2018/12/30,"中国大陆
",8.6,5317000,1170000,1184000,1517,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
89,246596,昨日青空,2018/10/26,"中国大陆
",8.5,83827000,12704000,49079000,13708,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
90,1198178,动物世界,2018/6/29,"中国大陆,美国
",8.5,509000000,76318000,233000000,63399,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,1,1
91,344135,淘气大侦探,2018/7/20,"英国,美国
",8.5,10415000,2703000,7014000,5960,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,0
92,341941,冰雪女王3：火与冰,2018/4/5,"俄罗斯
",8.5,74226000,17258000,43168000,17109,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,1
93,560411,阿凡提之奇缘历险,2018/10/1,"中国大陆
",8.5,76948000,12414000,66213000,5380,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
94,1207707,爱猫之城,2018/9/22,"土耳其,美国
",8.5,2820000,566000,1156000,4562,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,0
95,367738,完美陌生人,2018/5/25,"意大利
",8.5,53515000,5239000,18414000,16589,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
96,257454,第七个小矮人,2018/6/16,"德国
",8.5,25491000,5740000,12331000,8695,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,1
97,368109,帝企鹅日记2：召唤,2018/10/12,"法国
",8.5,5395000,572000,3829000,2916,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,1
98,672382,虎胆追凶,2018/9/21,"美国
",8.5,22418000,4742000,13377000,6312,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,0
99,883179,汪星卧底,2018/7/20,"美国
",8.5,14991000,2933000,8211000,9381,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,0,0
100,1199331,厕所英雄,2018/6/8,"印度
",8.5,94609000,15141000,58587000,17158,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,1,0,0,0,0
101,1132494,生存家族,2018/6/22,"日本
",8.5,11405000,1828000,6043000,7990,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,0,0
102,1183637,黄金花,2018/4/28,中国大陆，中国香港,8.5,1508000,373000,568000,1488,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
103,1219776,网络谜踪,2018/12/14,"美国,俄罗斯
",8.5,30494000,5146000,18289000,6985,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1,0,0,1,0,0,0
104,1203156,兄弟班,2018/7/20,"中国香港
",8.5,1905000,850000,1443000,1246,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,0,0
105,341578,那些女人,2018/9/3,"中国大陆
",8.5,4963000,2092000,4622000,1680,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,1,0
106,592271,小悟空,2018/7/14,"中国大陆,中国香港
",8.5,8812000,2955000,5810000,6984,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
107,1212533,金龟子,2018/2/2,"中国大陆
",8.5,27798000,4365000,10893000,4200,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
108,1207100,米花之味,2018/4/20,"中国大陆
",8.5,2289000,354000,820000,1977,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
109,892394,奇怪的袜子精灵,2018/8/24,"捷克,斯洛伐克,克罗地亚",8.5,1075000,409000,786000,2599,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
110,1213191,暹罗决：九神战甲,2018/6/29,"泰国
",8.5,2534000,588000,1864000,2797,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,1,0
111,528054,青年马克思,2018/5/5,"德国,法国,比利时
",8.5,20784000,238000,500000,3276,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1,0,0,1
112,341138,黑豹,2018/3/9,"美国,南非,韩国,澳大利亚
",8.4,662000000,131000000,422000000,74504,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,1,1
113,1225632,名侦探柯南：零的执行人,2018/11/9,"日本
",8.4,127000000,25897000,80883000,44185,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1
114,1204774,黄金兄弟,2018/9/21,"中国大陆
",8.4,317000000,47478000,157000000,41742,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
115,1197626,镰仓物语,2018/9/14,"日本
",8.4,48511000,6952000,25240000,18391,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,1,1
116,1203768,浪矢解忧杂货店,2018/2/2,"日本
",8.4,28763000,6268000,16802000,14296,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,1,1
117,346637,幕后玩家,2018/4/28,"中国大陆
",8.4,358000000,43669000,95147000,27065,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0
118,338400,神奇马戏团之动物饼干,2018/7/21,"美国,西班牙,中国大陆,韩国
",8.4,64882000,14614000,25218000,12748,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,0,1,0,0,0
119,344162,脱单告急,2018/4/20,"中国大陆
",8.4,35020000,9139000,23015000,9583,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
120,1216914,潜艇总动员：海底两万里,2018/6/1,"中国大陆
",8.4,72693000,32450000,59276000,17534,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
121,342900,通勤营救,2018/3/30,"美国,英国
",8.4,45405000,8120000,26088000,11764,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,1,0
122,1177952,狗狗的疯狂假期,2018/2/2,"西班牙
",8.4,10599000,1613000,3682000,4618,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
123,1208645,足球王者,2018/8/31,"中国大陆
",8.4,1854000,787000,1561000,1702,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
124,328844,虎皮萌企鹅,2018/3/16,"法国
",8.4,8680000,683000,6297000,2522,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,1
125,1212787,坏爸爸,2018/2/2,"中国大陆
",8.4,24476000,8418000,14529000,1177,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
126,1238758,我的冤家是条狗,2018/11/9,"英国
",8.4,2320000,476000,1297000,2583,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
128,343720,后来的我们,2018/4/28,"中国大陆,中国台湾
",8.3,1361000000,285000000,562000000,305237,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,0
129,257739,古墓丽影：源起之战,2018/3/16,"美国
",8.3,497000000,76777000,262000000,54535,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,1,0,0,0,0,1,1
130,344950,21克拉,2018/4/20,"中国大陆
",8.3,110000000,18170000,63314000,31863,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0,0,0,0,0,0,1,1
131,344292,阿尔法：狼伴归途,2018/9/7,"美国
",8.3,114000000,22097000,70232000,24548,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
132,1216296,说走就走之不说再见,2018/9/14,"中国大陆
",8.3,9870000,2660000,7031000,6601,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
133,1217434,大闹西游,2018/9/22,"中国大陆
",8.3,37854000,8526000,18150000,7646,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
135,1206839,我是你妈,2018/5/11,"中国大陆
",8.3,36822000,6288000,24665000,17557,0,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
136,1204714,忌日快乐,2018/2/2,"美国
",8.3,61262000,5051000,16649000,8367,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
137,603864,战犬瑞克斯,2018/5/11,"美国
",8.3,6708000,1502000,3860000,7875,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
138,1212413,大坏狐狸的故事,2018/3/16,"法国
",8.3,16092000,1738000,10657000,6802,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
139,642167,飞鸟历险记,2018/3/8,法国,8.3,1313000,349000,1073000,5373,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
140,257664,克隆人,2018/11/23,"英国,中国大陆,波多黎各,美国
",8.3,5320000,1059000,2900000,6317,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,1,0,0,0
141,345493,飓风奇劫,2018/11/2,"美国
",8.3,95124000,9157000,48904000,6445,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0
